ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains,baverage,numgeeklists,numwanting,numcomments,siteviews,numplays,numplays_month,boardgamecategory_cnt,boardgamemechanic_cnt,boardgamefamily_cnt
298069,Cubitos,2021,2,4,60,10,202.0,8.06,3897.0,2.14,668,"Deck Bag and Pool Building, Dice Rolling, Push Your Luck, Race",Unknown,6.56467,154.0,401.0,267.0,167695.0,6279.0,17.0,2.0,5.0,0
257674,Vampire: The Masquerade - Heritage,2020,2,4,90,14,269.0,7.92,3898.0,2.78,1001,"Legacy Game, Once-Per-Game Abilities",Thematic Games,5.81759,93.0,54.0,124.0,158071.0,1441.0,1.0,2.0,3.0,6
255249,Monikers: More Monikers,2018,4,20,60,18,166.0,8.23,3899.0,0.0,727,"Acting, Card Drafting, Role Playing",Unknown,5.7747,7.0,20.0,48.0,9817.0,217.0,0.0,4.0,3.0,1
8920,BuyWord,2004,1,4,45,8,753.0,6.34,3900.0,1.81,1058,"Auction/Bidding, Dice Rolling, Set Collection",Family Games,5.76754,652.0,30.0,387.0,70160.0,1879.0,0.0,2.0,3.0,1
66193,It Happens..,2010,2,5,30,8,1032.0,6.19,3901.0,1.42,1457,"Dice Rolling, Set Collection",Family Games,5.76722,520.0,36.0,293.0,71923.0,3116.0,0.0,2.0,2.0,1
7843,Caesar: Conquest of Gaul,1998,2,4,240,12,291.0,7.31,3902.0,3.59,1252,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Simulation",Wargames,5.76879,173.0,44.0,132.0,108586.0,215.0,0.0,2.0,5.0,3
65825,Gettysburg,2010,2,2,180,13,300.0,7.2,3903.0,2.84,850,"Action Points, Dice Rolling",Wargames,5.76544,353.0,66.0,172.0,110668.0,403.0,0.0,2.0,2.0,4
181161,Brick Party,2015,2,9,30,5,513.0,6.64,3904.0,1.43,1156,"Cooperative Game, Hand Management",Party Games,5.76983,173.0,27.0,127.0,40291.0,1263.0,0.0,3.0,2.0,0
207208,Armageddon,2016,3,4,90,12,537.0,6.6,3905.0,2.96,1320,"Auction/Bidding, Worker Placement",Strategy Games,5.76921,347.0,23.0,184.0,116160.0,813.0,0.0,1.0,2.0,1
247935,Tramways Engineer's Workbook,2018,1,2,30,12,258.0,7.41,3906.0,3.09,936,"Crayon Rail System, Modular Board, Network and Route Building, Pick-up and Deliver, Tile Placement",Unknown,5.77591,162.0,38.0,97.0,29488.0,3098.0,0.0,3.0,5.0,0
62972,The Barbarossa Campaign,2010,1,1,40,14,217.0,7.88,3907.0,3.13,552,"Campaign / Battle Card Driven, Chit-Pull System, Dice Rolling, Hexagon Grid",Wargames,5.75529,159.0,80.0,137.0,133092.0,314.0,0.0,2.0,4.0,4
315060,Unmatched: Buffy the Vampire Slayer,2020,2,4,40,14,200.0,8.22,3908.0,1.83,892,"Area Movement, Hand Management, Variable Player Powers",Unknown,5.87786,26.0,93.0,55.0,59908.0,572.0,1.0,5.0,3.0,2
36887,Waterloo,2009,2,2,180,13,393.0,6.91,3909.0,3.25,935,"Action Points, Area Movement, Dice Rolling, Simulation",Wargames,5.76587,348.0,65.0,206.0,166230.0,477.0,0.0,2.0,4.0,3
2079,NATO: The Next War in Europe,1983,2,2,240,12,555.0,6.66,3910.0,3.24,1568,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Variable Set-up, Zone of Control",Wargames,5.77501,266.0,10.0,282.0,144054.0,186.0,0.0,2.0,9.0,11
3855,Crimson Skies,1998,2,2,180,12,376.0,7.11,3911.0,2.93,823,Simultaneous Action Selection,Wargames,5.76421,156.0,23.0,148.0,112067.0,203.0,0.0,4.0,1.0,1
216974,King's Road,2017,2,5,30,10,527.0,6.62,3912.0,1.77,994,"Area Majority / Influence, King of the Hill, Once-Per-Game Abilities, Simultaneous Action Selection",Abstract Games,5.77001,290.0,25.0,185.0,66199.0,1334.0,1.0,1.0,4.0,1
213882,Mole Rats in Space,2017,2,4,20,7,354.0,7.04,3913.0,1.29,787,"Cooperative Game, Point to Point Movement",Family Games,5.77595,113.0,33.0,128.0,48355.0,1878.0,1.0,3.0,2.0,1
217894,Delve,2017,2,4,60,14,605.0,6.57,3914.0,2.06,1659,"Dice Rolling, Die Icon Resolution, Storytelling, Tile Placement, Variable Player Powers",Thematic Games,5.76578,383.0,15.0,227.0,119974.0,1113.0,0.0,2.0,5.0,1
231664,Fast Forward: FEAR,2017,2,5,15,8,1193.0,6.13,3915.0,1.07,2050,"Hand Management, Push Your Luck, Take That",Family Games,5.77761,333.0,32.0,276.0,58075.0,14605.0,0.0,4.0,3.0,2
4050,Fortress Europa,1978,2,2,240,12,572.0,6.66,3916.0,3.2,1727,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game, Simulation, Sudden Death Ending, Zone of Control",Wargames,5.76772,328.0,16.0,346.0,145792.0,202.0,0.0,2.0,8.0,3
236301,Living Planet,2019,1,4,120,14,333.0,7.42,3917.0,3.54,997,"Area Majority / Influence, Grid Movement, Hand Management, Hexagon Grid, Map Addition, Modular Board, Tile Placement, Trading, Worker Placement",Strategy Games,5.77702,83.0,55.0,127.0,118270.0,731.0,0.0,3.0,9.0,2
23142,MagúBlast (Third Edition),2006,2,8,20,10,1924.0,6.02,3918.0,1.56,2794,"Campaign / Battle Card Driven, Hand Management, Player Elimination, Take That, Variable Player Powers",Party Games,5.76422,579.0,20.0,556.0,117809.0,3715.0,0.0,3.0,5.0,2
256509,The One Hundred Torii,2020,1,4,60,8,292.0,7.34,3919.0,2.29,775,"Set Collection, Solo / Solitaire Game, Tile Placement",Unknown,5.7942,101.0,61.0,98.0,51020.0,1038.0,0.0,1.0,3.0,4
139508,The Walled City: Londonderry & Borderlands,2014,2,4,60,13,441.0,6.81,3920.0,3.19,1110,"Area Majority / Influence, Card Drafting, Enclosure, Hand Management",Strategy Games,5.76329,429.0,36.0,157.0,97016.0,564.0,0.0,4.0,4.0,1
66126,Mystery Rummy: Escape from Alcatraz,2009,2,4,30,10,365.0,6.93,3921.0,1.42,973,"Hand Management, Set Collection",Unknown,5.77053,183.0,37.0,129.0,43761.0,1392.0,0.0,2.0,2.0,6
3318,Heave Ho!,2002,2,2,45,10,905.0,6.27,3922.0,1.29,1336,Hand Management,Family Games,5.76416,297.0,75.0,357.0,65185.0,2054.0,0.0,2.0,1.0,2
163929,Coconuts Duo,2014,2,2,20,6,355.0,7.0,3923.0,1.0,837,Unknown,"Children's Games, Family Games",5.76452,107.0,15.0,111.0,27702.0,1555.0,0.0,2.0,0.0,3
170901,Jarl: The Vikings Tile-Laying Game,2015,2,2,25,13,377.0,6.94,3924.0,2.67,1086,"Grid Movement, Tile Placement",Abstract Games,5.76677,219.0,30.0,125.0,69975.0,600.0,0.0,2.0,2.0,3
24947,The Spoils,2006,2,6,40,13,502.0,6.94,3925.0,2.77,837,"Hand Management, Variable Player Powers",Customizable Games,5.76105,245.0,30.0,201.0,98042.0,2080.0,0.0,4.0,2.0,1
282463,Copenhagen: Roll & Write,2019,2,4,40,8,444.0,6.77,3926.0,1.43,1067,"Dice Rolling, Paper-and-Pencil, Pattern Building",Unknown,5.78806,94.0,58.0,120.0,34523.0,2109.0,0.0,1.0,3.0,8
230050,The Legend of Korra: Pro-Bending Arena,2018,2,2,45,12,279.0,7.59,3927.0,2.17,936,"Area Majority / Influence, Area Movement, Deck Bag and Pool Building, Variable Player Powers",Unknown,5.76968,80.0,40.0,90.0,85804.0,642.0,0.0,5.0,4.0,6
8521,Whistling Death,2003,1,4,240,14,259.0,8.21,3928.0,4.32,637,"Dice Rolling, Simulation",Wargames,5.76385,223.0,52.0,130.0,175392.0,292.0,0.0,3.0,2.0,3
279644,Peloponnesian War,2019,1,2,240,14,260.0,7.72,3929.0,4.07,1381,"Dice Rolling, Movement Points, Point to Point Movement, Scenario / Mission / Campaign Game, Simulation, Solo / Solitaire Game",Wargames,5.78708,113.0,85.0,133.0,152680.0,352.0,0.0,2.0,7.0,7
317231,Monasterium,2020,2,4,120,12,268.0,7.55,3930.0,3.29,545,Unknown,Unknown,5.89464,74.0,109.0,86.0,68094.0,1210.0,2.0,3.0,6.0,0
100734,My Happy Farm,2011,2,4,45,8,698.0,6.43,3931.0,1.68,1231,"Card Drafting, Hand Management, Set Collection",Family Games,5.7666,279.0,29.0,207.0,76798.0,1687.0,0.0,4.0,3.0,5
271754,Spire's End,2020,1,2,120,16,247.0,8.23,3932.0,2.25,616,"Action Points, Campaign / Battle Card Driven, Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Role Playing, Solo / Solitaire Game, Storytelling, Variable Player Powers",Unknown,5.84433,49.0,90.0,127.0,45896.0,475.0,2.0,7.0,9.0,1
246567,Big Monster,2018,2,6,30,10,299.0,7.34,3933.0,2.0,540,"Card Drafting, Set Collection, Simultaneous Action Selection, Team-Based Game, Variable Player Powers",Unknown,5.76922,33.0,16.0,54.0,32835.0,1830.0,0.0,1.0,5.0,1
131246,Siberia: The Card Game,2012,2,4,20,9,451.0,6.71,3934.0,2.07,607,"Deck Bag and Pool Building, Hand Management",Family Games,5.7691,150.0,35.0,122.0,39477.0,1428.0,0.0,2.0,2.0,3
169141,Fallen Land: A Post Apocalyptic Board Game,2017,2,5,300,14,324.0,8.26,3935.0,3.7,613,"Area Movement, Dice Rolling, Trading, Variable Player Powers",Thematic Games,5.76914,138.0,69.0,175.0,118597.0,381.0,0.0,5.0,4.0,4
108161,Aquileia,2011,3,5,90,12,490.0,6.74,3936.0,2.93,827,"Auction/Bidding, Dice Rolling, Hand Management, Worker Placement",Strategy Games,5.75968,288.0,9.0,151.0,70894.0,622.0,0.0,4.0,4.0,1
224079,Sailing Toward Osiris,2018,2,5,90,14,429.0,6.84,3937.0,2.82,999,"Pattern Building, Worker Placement",Unknown,5.76449,189.0,36.0,141.0,63526.0,853.0,0.0,2.0,2.0,2
249675,Desolate,2018,1,1,20,10,347.0,7.48,3938.0,1.6,694,"Dice Rolling, Push Your Luck",Unknown,5.77907,202.0,63.0,166.0,69284.0,2037.0,4.0,4.0,3.0,2
169341,Birds of a Feather,2015,1,7,15,9,463.0,6.74,3939.0,1.24,720,"Hand Management, Set Collection, Simultaneous Action Selection",Family Games,5.76943,256.0,39.0,158.0,55092.0,2314.0,0.0,3.0,3.0,4
55165,Bisikle,2009,1,4,30,5,507.0,6.61,3940.0,1.64,655,Flicking,Family Games,5.76377,365.0,58.0,230.0,74036.0,1487.0,0.0,3.0,1.0,3
158815,At Any Cost: Metz 1870,2018,1,2,480,14,198.0,8.13,3941.0,3.22,866,"Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation",Wargames,5.76912,132.0,33.0,113.0,87660.0,226.0,0.0,2.0,4.0,4
1992,Stop Thief,1979,2,4,30,10,855.0,6.36,3942.0,1.68,1612,"Dice Rolling, Grid Movement, Hidden Movement, Memory",Family Games,5.76643,728.0,21.0,343.0,126596.0,952.0,0.0,2.0,4.0,1
89,Blue vs. Gray,1999,2,4,120,12,450.0,6.77,3943.0,2.84,1106,"Dice Rolling, Hand Management",Wargames,5.7603,446.0,36.0,278.0,110034.0,426.0,0.0,4.0,2.0,0
1690,Unexploded Cow,2001,2,6,25,12,1720.0,6.08,3944.0,1.37,3562,"Dice Rolling, Set Collection",Family Games,5.76719,531.0,22.0,534.0,107051.0,2865.0,1.0,5.0,2.0,3
277458,Kluster,2018,1,4,20,14,404.0,6.89,3945.0,1.0,880,Area Majority / Influence,Family Games,5.80787,21.0,12.0,64.0,18820.0,4718.0,3.0,3.0,1.0,3
1577,Source of the Nile,1978,1,6,180,12,584.0,6.49,3946.0,2.85,1494,"Dice Rolling, Events, Hexagon Grid, Paper-and-Pencil, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Variable Set-up","Strategy Games, Thematic Games",5.7687,456.0,80.0,301.0,141648.0,401.0,0.0,2.0,7.0,5
870,Empires of the Ancient World,2000,3,5,180,12,535.0,6.62,3947.0,2.98,859,"Area Majority / Influence, Campaign / Battle Card Driven, Rock-Paper-Scissors, Trading",Strategy Games,5.76338,274.0,66.0,243.0,97048.0,439.0,0.0,1.0,4.0,2
149896,Alien vs Predator: The Hunt Begins,2015,1,3,120,12,521.0,6.95,3948.0,3.46,1411,"Action Points, Area Movement, Dice Rolling, Hand Management, Modular Board, Player Elimination, Role Playing, Secret Unit Deployment, Variable Player Powers","Thematic Games, Wargames",5.76616,166.0,59.0,157.0,344304.0,504.0,0.0,4.0,9.0,4
287941,Formosa Tea,2019,2,4,90,12,241.0,7.58,3949.0,3.13,521,Worker Placement,Unknown,5.82721,107.0,107.0,77.0,63203.0,683.0,0.0,2.0,5.0,2
88594,Eruption,2011,2,6,60,10,896.0,6.27,3950.0,2.04,947,"Dice Rolling, Team-Based Game, Tile Placement",Family Games,5.76124,340.0,74.0,251.0,84332.0,2516.0,0.0,0.0,3.0,3
19989,Robber Knights,2005,2,4,45,8,1281.0,6.15,3951.0,2.01,2448,"Area Majority / Influence, Mancala, Tile Placement",Family Games,5.76404,1111.0,22.0,501.0,118043.0,2246.0,0.0,2.0,3.0,2
137237,Bremerhaven,2013,1,4,120,12,545.0,6.56,3952.0,3.13,1091,"Auction/Bidding, Auction: Sealed Bid, Constrained Bidding, Pick-up and Deliver, Time Track, Worker Placement",Strategy Games,5.77125,633.0,24.0,194.0,108362.0,870.0,0.0,2.0,6.0,2
10167,Zombies!!! 4: The End...,2004,2,6,120,16,1432.0,6.17,3953.0,1.66,3669,"Roll / Spin and Move, Tile Placement",Thematic Games,5.76436,267.0,37.0,342.0,92310.0,503.0,0.0,6.0,2.0,2
101013,Ninja: Legend of the Scorpion Clan,2011,2,4,45,12,607.0,6.51,3954.0,2.65,1179,"Area Movement, Hidden Movement, Secret Unit Deployment, Team-Based Game","Strategy Games, Thematic Games",5.75823,518.0,51.0,217.0,143987.0,849.0,0.0,3.0,4.0,4
142063,Deadzone,2013,2,4,60,12,322.0,7.36,3955.0,2.83,920,"Action Points, Dice Rolling, Grid Movement, Modular Board, Variable Phase Order, Variable Player Powers",Wargames,5.75775,176.0,18.0,90.0,149109.0,500.0,0.0,3.0,6.0,2
1496,Imperium Romanum II,1985,1,6,240,16,586.0,6.59,3956.0,3.78,1393,"Dice Rolling, Hexagon Grid, Simulation",Wargames,5.77098,220.0,32.0,270.0,146650.0,334.0,0.0,2.0,3.0,4
10653,Pirates of the Spanish Main,2004,2,10,30,10,2765.0,6.07,3957.0,1.77,4720,"Dice Rolling, Measurement Movement, Pick-up and Deliver, Variable Player Powers, Variable Set-up",Customizable Games,5.7676,1344.0,74.0,1255.0,544154.0,3598.0,0.0,7.0,5.0,4
232079,How to Rob a Bank,2017,2,4,30,10,663.0,6.5,3958.0,2.14,1867,"Action Queue, Modular Board, Team-Based Game",Unknown,5.76992,249.0,23.0,203.0,74969.0,1318.0,0.0,2.0,3.0,2
143994,Capo Dei Capi,2013,2,2,20,8,450.0,6.77,3959.0,1.59,894,"Area Majority / Influence, Dice Rolling, Push Your Luck, Take That",Unknown,5.76076,294.0,38.0,182.0,61503.0,1598.0,0.0,2.0,4.0,2
1535,Formula-1,1962,2,6,120,10,584.0,6.64,3960.0,1.67,1036,"Area Movement, Dice Rolling, Events, Race, Scenario / Mission / Campaign Game, Simultaneous Action Selection",Family Games,5.7654,206.0,21.0,258.0,114921.0,811.0,0.0,2.0,6.0,4
25294,Take It to the Limit!,2006,1,6,45,10,410.0,6.85,3961.0,2.08,445,"Bingo, Tile Placement",Abstract Games,5.76129,195.0,42.0,172.0,45725.0,1297.0,0.0,2.0,2.0,2
150761,Next War: India-Pakistan,2015,2,2,480,12,197.0,8.27,3962.0,4.22,887,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control",Wargames,5.76366,109.0,38.0,77.0,92065.0,349.0,0.0,2.0,4.0,5
217321,Dj Vu,2017,2,6,15,8,516.0,6.56,3963.0,1.1,780,Set Collection,Unknown,5.77782,66.0,24.0,112.0,31988.0,2447.0,0.0,3.0,1.0,0
7614,A World at War,2003,1,8,2880,14,325.0,7.56,3964.0,4.84,1307,Hexagon Grid,Wargames,5.75629,281.0,96.0,218.0,407514.0,219.0,0.0,2.0,1.0,2
17,Button Men,1999,2,2,5,10,798.0,6.35,3965.0,1.53,1323,"Dice Rolling, Push Your Luck",Customizable Games,5.76448,369.0,38.0,407.0,129150.0,6678.0,0.0,4.0,2.0,3
1681,Tokyo Express: The Guadalcanal Naval Campaign - 1942,1988,1,2,180,12,332.0,7.15,3966.0,4.0,1243,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation, Solo / Solitaire Game",Wargames,5.76539,226.0,121.0,200.0,133114.0,144.0,0.0,3.0,6.0,5
76,Air Baron,1996,2,6,120,10,751.0,6.4,3967.0,2.55,973,"Area Majority / Influence, Chit-Pull System, Dice Rolling",Strategy Games,5.76223,471.0,24.0,314.0,70126.0,1268.0,0.0,3.0,3.0,0
193238,Tunisia II,2016,1,2,3000,0,178.0,8.48,3968.0,4.33,858,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control",Wargames,5.76772,72.0,30.0,83.0,64253.0,236.0,0.0,2.0,4.0,3
35400,Nations at War: White Star Rising,2010,2,2,120,12,288.0,7.43,3969.0,2.6,749,"Chit-Pull System, Hexagon Grid",Wargames,5.76101,281.0,37.0,144.0,154695.0,654.0,1.0,2.0,2.0,4
248002,TAGS,2018,2,4,40,10,515.0,6.58,3970.0,1.14,1155,Unknown,Party Games,5.77378,101.0,32.0,108.0,39047.0,1696.0,4.0,3.0,0.0,0
46782,Rush n' Crush,2009,3,6,60,12,813.0,6.31,3971.0,2.21,1792,"Dice Rolling, Modular Board, Variable Player Powers","Family Games, Thematic Games",5.76209,1065.0,20.0,334.0,146368.0,1167.0,0.0,2.0,3.0,2
13354,Car Wars Compendium,1989,2,8,45,10,320.0,7.14,3972.0,3.28,764,Hexagon Grid,Unknown,5.76179,49.0,6.0,93.0,32132.0,106.0,0.0,3.0,1.0,1
163641,Eminent Domain: Battlecruisers,2016,3,5,30,13,673.0,6.39,3973.0,2.0,2160,"Player Elimination, Simultaneous Action Selection",Unknown,5.76444,457.0,14.0,235.0,69083.0,2379.0,0.0,3.0,2.0,3
36482,Wings of War: Fire from the Sky,2009,2,6,30,13,319.0,7.21,3974.0,2.03,1062,"Action Queue, Player Elimination, Simulation, Simultaneous Action Selection",Wargames,5.7653,228.0,20.0,85.0,84907.0,253.0,0.0,4.0,4.0,2
20750,Black Stories 2,2005,2,15,20,12,1163.0,6.16,3975.0,1.23,2681,Unknown,Party Games,5.76154,73.0,7.0,204.0,42269.0,3403.0,0.0,6.0,0.0,1
227127,Europe in Turmoil: Prelude to the Great War,2018,2,2,240,0,181.0,8.17,3976.0,2.8,430,"Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Simulation, Tug of War","Strategy Games, Wargames",5.77721,86.0,77.0,83.0,71168.0,455.0,0.0,3.0,6.0,6
28044,Pocket Civ,2005,1,2,30,12,525.0,6.63,3977.0,2.76,764,"Area Majority / Influence, Card Drafting, Modular Board",Strategy Games,5.76195,387.0,43.0,348.0,310304.0,1321.0,0.0,3.0,3.0,1
12283,Manifest Destiny,2005,3,5,180,12,582.0,6.5,3978.0,3.19,909,"Campaign / Battle Card Driven, Commodity Speculation, Variable Player Powers",Strategy Games,5.75939,471.0,24.0,280.0,104519.0,1071.0,0.0,3.0,3.0,2
159575,Dracula's Feast,2017,4,8,15,10,409.0,6.89,3979.0,1.4,1104,"Memory, Player Elimination, Role Playing, Variable Player Powers",Unknown,5.76038,106.0,12.0,154.0,46091.0,1921.0,3.0,7.0,4.0,1
54735,Lemming Mafia,2009,3,6,20,8,1001.0,6.21,3980.0,1.43,1569,"Betting and Bluffing, Dice Rolling","Family Games, Party Games",5.7586,272.0,13.0,245.0,56075.0,2873.0,0.0,3.0,2.0,2
11269,Roads to Leningrad,2004,2,2,180,12,259.0,7.51,3981.0,3.42,851,"Dice Rolling, Hexagon Grid",Wargames,5.75816,145.0,36.0,133.0,87666.0,202.0,0.0,2.0,2.0,2
300,Tutankhamen,1993,2,6,30,8,1284.0,6.11,3982.0,1.58,1697,"Card Drafting, Modular Board, Set Collection",Family Games,5.75843,577.0,20.0,530.0,105135.0,2542.0,0.0,2.0,3.0,3
102610,Shitenno,2011,2,4,60,12,414.0,6.76,3983.0,2.76,619,"Area Majority / Influence, I Cut You Choose, Set Collection",Strategy Games,5.75657,336.0,30.0,130.0,61051.0,653.0,0.0,1.0,3.0,2
148083,Dogs,2013,2,4,60,10,389.0,6.97,3984.0,2.48,906,"Point to Point Movement, Set Collection, Worker Placement",Family Games,5.7611,169.0,28.0,128.0,45958.0,781.0,0.0,1.0,4.0,3
6930,Sweden Fights On,2003,2,2,240,12,215.0,7.71,3985.0,3.56,765,"Dice Rolling, Hexagon Grid",Wargames,5.75976,194.0,47.0,107.0,70993.0,113.0,0.0,2.0,2.0,5
191438,North American Railways,2016,3,5,90,12,443.0,6.72,3986.0,2.46,807,"Auction/Bidding, Stock Holding",Unknown,5.76612,279.0,36.0,115.0,65007.0,953.0,0.0,3.0,2.0,0
209877,World At War 85: Storming the Gap,2019,2,2,120,14,192.0,8.85,3987.0,3.21,597,"Chit-Pull System, Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames,5.7843,40.0,21.0,98.0,89864.0,470.0,0.0,2.0,5.0,4
41474,Giro d'Italia: The Game,2009,2,10,120,14,317.0,7.13,3988.0,2.54,592,"Modular Board, Simulation",Strategy Games,5.75501,158.0,23.0,111.0,76585.0,547.0,0.0,2.0,2.0,4
368,Relationship Tightrope,1999,3,5,30,8,1011.0,6.18,3989.0,1.34,1521,"Hand Management, Simultaneous Action Selection, Trick-taking",Family Games,5.75942,1006.0,13.0,502.0,76096.0,2090.0,0.0,1.0,3.0,1
3608,Air Force,1976,1,2,60,12,716.0,6.45,3990.0,3.22,1731,"Action Queue, Dice Rolling, Grid Movement, Hexagon Grid, Modular Board, Movement Points, Paper-and-Pencil, Scenario / Mission / Campaign Game, Simulation, Simultaneous Action Selection",Wargames,5.76371,357.0,9.0,363.0,117387.0,565.0,0.0,3.0,10.0,3
22497,Straw,2006,2,6,30,8,977.0,6.23,3991.0,1.04,1399,"Hand Management, Push Your Luck",Family Games,5.76231,318.0,21.0,274.0,69113.0,5069.0,0.0,2.0,2.0,1
257966,Passing Through Petra,2018,2,4,60,14,435.0,6.74,3992.0,2.6,731,"Card Drafting, Resource to Move, Set Collection, Worker Placement",Unknown,5.75889,205.0,51.0,128.0,76442.0,1150.0,0.0,2.0,4.0,2
3518,Napoleon in Europe,2001,2,7,360,10,671.0,6.63,3993.0,3.46,1176,"Area Movement, Dice Rolling, Simulation",Wargames,5.75797,406.0,63.0,296.0,227095.0,410.0,0.0,4.0,3.0,2
295944,Exit: The Game - The Enchanted Forest,2020,1,4,90,12,278.0,7.32,3994.0,1.83,779,Unknown,Unknown,5.84928,28.0,41.0,80.0,14997.0,637.0,0.0,0.0,0.0,1
30166,"The Good, the Bad, and the Munchkin",2007,3,6,90,10,1310.0,6.19,3995.0,1.95,3305,"Dice Rolling, Trading, Variable Player Powers",Thematic Games,5.75739,301.0,25.0,251.0,58537.0,1027.0,0.0,4.0,3.0,1
258041,Majolica,2018,1,4,40,10,354.0,6.95,3996.0,2.9,400,Pattern Building,Unknown,5.76228,133.0,93.0,102.0,52338.0,863.0,0.0,1.0,1.0,2
212662,The Red Dragon Inn 6: Villains,2017,2,4,60,13,264.0,8.06,3998.0,2.4,1241,"Betting and Bluffing, Hand Management, Player Elimination, Variable Player Powers",Unknown,5.76278,27.0,44.0,58.0,27769.0,187.0,0.0,4.0,4.0,2
38821,Settlers of Catan: Gallery Edition,2008,3,4,60,10,698.0,6.72,3999.0,2.3,1891,"Dice Rolling, Hand Management, Memory, Modular Board, Network and Route Building, Trading",Unknown,5.75479,192.0,8.0,136.0,107403.0,1513.0,0.0,2.0,6.0,1
164840,Monopoly Deal,2014,2,3,15,8,955.0,6.32,4000.0,1.06,2466,"Hand Management, Set Collection, Take That",Unknown,5.76548,73.0,2.0,161.0,37347.0,5713.0,0.0,1.0,3.0,2
26447,Clash of Monarchs,2008,2,4,360,12,332.0,7.13,4001.0,4.05,1149,"Campaign / Battle Card Driven, Point to Point Movement",Wargames,5.7518,486.0,53.0,200.0,176034.0,492.0,2.0,2.0,2.0,2
2640,Babylon 5 Collectible Card Game,1997,2,10,60,10,504.0,6.73,4002.0,3.09,907,"Hand Management, Role Playing, Variable Player Powers, Voting",Customizable Games,5.75832,269.0,38.0,226.0,64309.0,317.0,0.0,7.0,4.0,2
114912,Starship Merchants,2012,2,4,90,14,464.0,6.62,4003.0,2.7,755,"Commodity Speculation, Pick-up and Deliver",Strategy Games,5.75845,478.0,33.0,192.0,88416.0,1030.0,0.0,3.0,2.0,0
193486,Neolithic,2016,1,2,45,14,300.0,7.25,4004.0,2.08,789,"Hand Management, Set Collection, Worker Placement",Unknown,5.75477,152.0,36.0,146.0,58259.0,809.0,0.0,3.0,3.0,1
43264,Pocket Rockets,2009,2,4,20,10,767.0,6.35,4005.0,1.48,1356,Action Points,Family Games,5.75233,241.0,36.0,224.0,70830.0,1820.0,0.0,2.0,1.0,0
246855,Boss Monster: Rise of the Minibosses,2018,2,4,45,13,376.0,7.06,4006.0,2.2,1764,"Auction/Bidding, Hand Management, Player Elimination, Take That, Variable Player Powers",Unknown,5.77162,30.0,29.0,84.0,38833.0,446.0,0.0,3.0,5.0,1
10431,Epic Armageddon,2003,2,8,120,12,269.0,7.57,4007.0,3.12,441,"Dice Rolling, Modular Board, Variable Player Powers",Wargames,5.75519,94.0,23.0,99.0,63655.0,590.0,0.0,4.0,3.0,2
135877,Fish Cook,2012,2,6,45,12,359.0,6.96,4008.0,1.85,713,"Card Drafting, Dice Rolling, Hand Management, Set Collection, Trading","Strategy Games, Thematic Games",5.75506,167.0,12.0,128.0,36208.0,851.0,0.0,4.0,5.0,1
278554,Silver Bullet,2019,2,4,60,8,266.0,7.38,4009.0,2.0,766,"Hand Management, Set Collection",Unknown,5.78617,38.0,30.0,62.0,29374.0,1356.0,1.0,1.0,2.0,5
14035,Piranha Pedro,2004,2,6,30,8,842.0,6.24,4010.0,1.3,818,"Grid Movement, Simultaneous Action Selection, Single Loser Game",Family Games,5.76016,178.0,43.0,253.0,54368.0,2887.0,0.0,3.0,3.0,2
235365,Doctor Who Fluxx,2017,2,6,30,8,435.0,6.83,4011.0,1.8,1571,Set Collection,Unknown,5.77245,46.0,12.0,97.0,19351.0,2432.0,0.0,2.0,1.0,3
7092,Battles for the Ardennes,1978,2,4,90,12,273.0,7.43,4012.0,2.85,809,"Dice Rolling, Hexagon Grid, Movement Points, Simulation, Zone of Control",Wargames,5.76152,120.0,24.0,196.0,74319.0,170.0,0.0,2.0,5.0,2
318472,Blood Bowl: Second Season Edition,2020,2,2,120,12,148.0,8.81,4013.0,3.55,555,"Critical Hits and Failures, Dice Rolling, Grid Movement, Movement Points, Push Your Luck, Square Grid, Variable Player Powers, Zone of Control",Unknown,5.89342,27.0,29.0,43.0,39284.0,670.0,4.0,4.0,8.0,6
202732,Raise Your Goblets,2016,2,12,45,8,1296.0,6.13,4014.0,1.41,2086,"Hand Management, Memory, Team-Based Game, Variable Player Powers",Party Games,5.7585,284.0,58.0,255.0,103395.0,2750.0,2.0,4.0,4.0,0
56758,BasketBoss,2009,2,5,50,10,576.0,6.46,4015.0,2.13,638,Auction/Bidding,Strategy Games,5.75728,325.0,50.0,223.0,70761.0,897.0,0.0,2.0,1.0,1
